ensgid	alias	pHaplo	pTriplo	pHaplo_decile	pTriplo_decile
ENSG00000090554	FLT3LG	0.444532650836632	0.874283219921326	5	8
ENSG00000090565	RAB11FIP3	0.825881539337733	0.990481182798356	8	9
ENSG00000090581	GNPTG	0.149264774170214	0.160760350714834	1	1
ENSG00000090612	ZNF268	0.167842007065172	0.0185741412478476	2	0
ENSG00000090615	GOLGA3	0.742005136491171	0.434346381849048	7	5
ENSG00000090621	PABPC4	0.940291481950883	0.987505152153794	9	9
ENSG00000090659	CD209	0.47026405923915	0.600651665648661	5	7
ENSG00000090661	CERS4	0.348546733110623	0.285876128741449	4	3
ENSG00000090674	MCOLN1	0.448412572963464	0.856778308414498	5	8
ENSG00000090686	USP48	0.978775364230088	0.937152915989706	9	9
ENSG00000090857	PDPR	0.339282454786185	0.37826156300866	4	5
ENSG00000090863	GLG1	0.963399058097884	0.511709366660746	9	6
ENSG00000090905	TNRC6A	0.996984210662666	0.910485275868114	9	8
ENSG00000090924	PLEKHG2	0.522105137573557	0.397158775349411	6	5
ENSG00000090932	DLL3	0.305024253615505	0.447144139327023	3	5
ENSG00000090971	NAT14	0.354741168013472	0.35260303366622	4	4
ENSG00000090975	PITPNM2	0.860331060974351	0.657572736149322	8	7
ENSG00000090989	EXOC1	0.24424166952587	0.122633461157526	3	1
ENSG00000091009	RBM27	0.976520622078137	0.856915676579816	9	8
ENSG00000091010	POU4F3	0.971725688120101	0.884017513949674	9	8
ENSG00000091039	OSBPL8	0.637212340505136	0.714253963712618	6	7
ENSG00000091073	DTX2	0.25428938070575	0.37904071230138	3	5
ENSG00000091106	NLRC4	0.360059052870143	0.191372810732536	4	2
ENSG00000091127	PUS7	0.390796547032789	0.135375027685304	4	1
ENSG00000091128	LAMB4	0.139727767436628	0.368433306595524	1	5
ENSG00000091129	NRCAM	0.686604762886132	0.826044570841144	7	8
ENSG00000091136	LAMB1	0.933208238599046	0.598246585629012	9	7
ENSG00000091137	SLC26A4	0.104511817396464	0.117112272113404	1	1
ENSG00000091138	SLC26A3	0.329220612934799	0.313143950552572	4	4
ENSG00000091140	DLD	0.621705769142687	0.737074792945858	6	8
ENSG00000091157	WDR7	0.943267100760236	0.591789020544031	9	7
ENSG00000091164	TXNL1	0.953856541635637	0.38586293713242	9	5
ENSG00000091181	IL5RA	0.163120288954037	0.185196909737435	2	2
ENSG00000091262	ABCC6	0.664495644818418	0.546823153680371	7	6
ENSG00000091317	CMTM6	0.448674915268888	0.269447313867268	5	3
ENSG00000091409	ITGA6	0.855970608465681	0.352990136993465	8	4
ENSG00000091428	RAPGEF4	0.926540024104894	0.931479724075867	8	9
ENSG00000091483	FH	0.93121694706768	0.200262510789816	8	2
ENSG00000091490	SEL1L3	0.789055427551605	0.110961219903474	7	1
ENSG00000091513	TF	0.760250537398376	0.537624048516159	7	6
ENSG00000091527	CDV3	0.890185762478476	0.572106339034378	8	6
ENSG00000091536	MYO15A	0.222060424670635	0.500115650246147	2	6
ENSG00000091542	ALKBH5	0.928436179256404	0.98930124350688	8	9
ENSG00000091583	APOH	0.677440085020173	0.114398877039288	7	1
ENSG00000091592	NLRP1	0.363205009565169	0.669074788524162	4	7
ENSG00000091622	PITPNM3	0.899608902617099	0.785609903498796	8	8
ENSG00000091640	SPAG7	0.567870793467371	0.585754061488195	6	7
ENSG00000091651	ORC6	0.360283410178858	0.191762659071468	4	2
ENSG00000091656	ZFHX4	0.994349568689768	0.871423820326186	9	8
ENSG00000091664	SLC17A6	0.661417897778116	0.0985648679315296	7	0
ENSG00000091704	CPA1	0.469730183675599	0.60210945528883	5	7
ENSG00000091732	ZC3HC1	0.534237383070067	0.49367127988508	6	6
ENSG00000091831	ESR1	0.98305555919452	0.844807400610056	9	8
ENSG00000091844	RGS17	0.846353152571311	0.446524843064109	8	5
ENSG00000091879	ANGPT2	0.84559597907372	0.446595249294822	8	5
ENSG00000091947	TMEM101	0.1391797572461	0.492266135326095	1	6
ENSG00000091972	CD200	0.225528015298247	0.205765923323364	2	2
ENSG00000091986	CCDC80	0.611534736188883	0.174992507415456	6	2
ENSG00000092009	CMA1	0.0455018209580926	0.046752056204756	0	0
ENSG00000092010	PSME1	0.226534586388582	0.451757631720938	2	5
ENSG00000092020	PPP2R3C	0.0811866734845097	0.12547987316112	0	1
ENSG00000092036	HAUS4	0.0973243875683581	0.297015218235607	0	4
ENSG00000092051	JPH4	0.647712205631345	0.692947409823342	6	7
ENSG00000092054	MYH7	0.598073966870586	0.971447381222964	6	9
ENSG00000092067	CEBPE	0.134390242928105	0.362917361369644	1	4
ENSG00000092068	SLC7A8	0.594004746888252	0.313611984351316	6	4
ENSG00000092094	OSGEP	0.117085843451487	0.694139673039968	1	7
ENSG00000092096	SLC22A17	0.171107783778338	0.500289838202539	2	6
ENSG00000092098	RNF31	0.722077213774217	0.999517275068315	7	9
ENSG00000092108	SCFD1	0.700248139910381	0.451035901202062	7	5
ENSG00000092140	G2E3	0.846319738517412	0.664653546333557	8	7
ENSG00000092148	HECTD1	0.998121566438737	0.993901084606376	9	9
ENSG00000092199	HNRNPC	0.897822755055757	0.687263928384878	8	7
ENSG00000092200	RPGRIP1	0.0988232710854969	0.216623660002335	0	2
ENSG00000092201	SUPT16H	0.9714180628952	0.999997588203931	9	9
ENSG00000092203	TOX4	0.779118340042629	0.999931419022477	7	9
ENSG00000092208	GEMIN2	0.129524305095274	0.137602799368504	1	1
ENSG00000092295	TGM1	0.360375703096844	0.463461309021392	4	6
ENSG00000092330	TINF2	0.315578642136412	0.61276740580652	4	7
ENSG00000092345	DAZL	0.541856905001522	0.288844236511662	6	3
ENSG00000092421	SEMA6A	0.979925684012607	0.937782485115593	9	9
ENSG00000092439	TRPM7	0.897172357851708	0.243370644909804	8	3
ENSG00000092445	TYRO3	0.368108949326637	0.804901446772149	4	8
ENSG00000092470	WDR76	0.212178877467559	0.259963789992247	2	3
ENSG00000092529	CAPN3	0.520110742186704	0.836281451703706	6	8
ENSG00000092531	SNAP23	0.384155600532791	0.554783396860771	4	6
ENSG00000092607	TBX15	0.803756226125503	0.999595909565405	7	9
ENSG00000092621	PHGDH	0.366337360867311	0.985110227562355	4	9
ENSG00000092758	COL9A3	0.619918815912596	0.499010148720342	6	6
ENSG00000092820	EZR	0.933822252130894	0.710553221743834	9	7
ENSG00000092841	MYL6	0.501559899501048	0.71065267673358	5	7
ENSG00000092847	AGO1	0.989216007654735	0.999978489527867	9	9
ENSG00000092850	TEKT2	0.235135789157134	0.366539532298418	3	4
ENSG00000092853	CLSPN	0.450753311877223	0.294822243876344	5	3
ENSG00000092871	RFFL	0.547390968265298	0.525249117288754	6	6
ENSG00000092929	UNC13D	0.549811043179658	0.189103463420494	6	2
ENSG00000092931	MFSD11	0.703149521021816	0.43026368730206	7	5
ENSG00000092964	DPYSL2	0.977244778515142	0.994186212104524	9	9
ENSG00000092969	TGFB2	0.986929014517611	0.990974767737695	9	9
ENSG00000092978	GPATCH2	0.48762296980909	0.23324417633383	5	3
ENSG00000093000	NUP50	0.940289563771556	0.987171137196488	9	9
ENSG00000093009	CDC45	0.174846179826594	0.247672588388885	2	3
ENSG00000093010	COMT	0.266354456424708	0.477897550180449	3	6
ENSG00000093144	ECHDC1	0.684879303759379	0.176269905754949	7	2
ENSG00000093167	LRRFIP2	0.801677393890806	0.250865748195208	7	3
ENSG00000093183	SEC22C	0.365609192972983	0.377661401620959	4	5
ENSG00000093217	XYLB	0.284699875524295	0.350745872506152	3	4
ENSG00000094755	GABRP	0.423336036924689	0.158092699845169	5	1
ENSG00000094796	KRT31	0.170065726761316	0.569462125804298	2	6
ENSG00000094804	CDC6	0.266472782177382	0.297803223519069	3	4
ENSG00000094880	CDC23	0.872844710299518	0.97835473464433	8	9
ENSG00000094914	AAAS	0.137297093916424	0.628930504090932	1	7
ENSG00000094916	CBX5	0.76403653275446	0.999074509096751	7	9
ENSG00000094963	FMO2	0.207019337499268	0.142919091930649	2	1
ENSG00000094975	SUCO	0.903204785230436	0.629855692563574	8	7
ENSG00000095002	MSH2	0.843598950670641	0.198659046069323	8	2
ENSG00000095015	MAP3K1	0.985780800809417	0.922479064857324	9	9
ENSG00000095059	DHPS	0.138465520251322	0.764459698478741	1	8
ENSG00000095066	HOOK2	0.212866143394734	0.506815639244488	2	6
ENSG00000095110	NXPE1	0.0888205192227475	0.217408324872199	0	2
ENSG00000095139	ARCN1	0.965259344340618	0.846822921319802	9	8
ENSG00000095203	EPB41L4B	0.970458019284162	0.969689421906482	9	9
ENSG00000095209	TMEM38B	0.326189957430349	0.128865741864997	4	1
ENSG00000095261	PSMD5	0.660140881338602	0.484831459258423	7	6
ENSG00000095303	PTGS1	0.563261740779858	0.501771912199618	6	6
ENSG00000095319	NUP188	0.974406607950094	0.998980344373559	9	9
ENSG00000095321	CRAT	0.521595867456059	0.745675458378171	6	8
ENSG00000095370	SH2D3C	0.746796441457148	0.641287430045835	7	7
ENSG00000095380	NANS	0.248811277346967	0.454340149087996	3	5
ENSG00000095383	TBC1D2	0.576803133722698	0.429982610262071	6	5
ENSG00000095464	PDE6C	0.641182440320443	0.646221107982608	6	7
ENSG00000095485	CWF19L1	0.334111226540816	0.371748415808081	4	5
ENSG00000095539	SEMA4G	0.511852395498407	0.500645571129107	5	6
ENSG00000095564	BTAF1	0.990449749819152	0.697904420784291	9	7
ENSG00000095574	IKZF5	0.943537456343531	0.748573173464013	9	8
ENSG00000095585	BLNK	0.923277687589089	0.290486836804368	8	3
ENSG00000095587	TLL2	0.256425311135971	0.472735769553477	3	6
ENSG00000095596	CYP26A1	0.656679007113813	0.455004355312172	7	5
ENSG00000095627	TDRD1	0.973727974395011	0.855292704171994	9	8
ENSG00000095637	SORBS1	0.815452543921066	0.840884754188009	8	8
ENSG00000095713	CRTAC1	0.706115654878613	0.44676558962456	7	5
ENSG00000095739	BAMBI	0.780171658658393	0.496963403039165	7	6
ENSG00000095752	IL11	0.359975848284846	0.369867071651751	4	5
ENSG00000095777	MYO3A	0.118889784916571	0.429620542075663	1	5
ENSG00000095787	WAC	0.990460398793686	0.871295306980192	9	8
ENSG00000095794	CREM	0.310852882314473	0.112898600707531	4	1
ENSG00000095906	NUBP2	0.219555029819859	0.357444209422414	2	4
ENSG00000095917	TPSD1	0.29872349516913	0.195172515012937	3	2
ENSG00000095951	HIVEP1	0.994496883704175	0.734772646665594	9	8
ENSG00000095970	TREM2	0.137769281905506	0.254364746046573	1	3
ENSG00000095981	KCNK16	0.470600164298054	0.598908876964505	5	7
ENSG00000096006	CRISP3	0.243116544727137	0.0517030403749842	3	0
ENSG00000096060	FKBP5	0.649290890755156	0.307822739849944	6	4
ENSG00000096063	SRPK1	0.439704195723054	0.637249484633408	5	7
ENSG00000096070	BRPF3	0.898581840496862	0.998947581533578	8	9
ENSG00000096080	MRPS18A	0.188717151030433	0.562883196901579	2	6
ENSG00000096088	PGC	0.292396077305981	0.435530062814077	3	5
ENSG00000096092	TMEM14A	0.178902302020797	0.148433583863225	2	1
ENSG00000096093	EFHC1	0.333769183181069	0.388223075090744	4	5
ENSG00000096264	NCR2	0.174500067282799	0.240450661025301	2	3
ENSG00000096384	HSP90AB1	0.925135980381792	0.770563368908214	8	8
ENSG00000096401	CDC5L	0.965301442946406	0.988412385683292	9	9
ENSG00000096433	ITPR3	0.822278562664989	0.718904664019413	8	7
ENSG00000096654	ZNF184	0.178702839266361	0.182157713830218	2	2
ENSG00000096696	DSP	0.996569597139254	0.91331548355623	9	8
ENSG00000096717	SIRT1	0.799629519574546	0.914152958866658	7	8
ENSG00000096746	HNRNPH3	0.862231737997176	0.91561941146564	8	8
ENSG00000096872	IFT74	0.550658826623049	0.153529291235825	6	1
ENSG00000096968	JAK2	0.98660687560696	0.461071345763887	9	5
ENSG00000096996	IL12RB1	0.118113715068086	0.451920033498253	1	5
ENSG00000097007	ABL1	0.988444381518289	0.998353321279174	9	9
ENSG00000097021	ACOT7	0.373688945171521	0.604862628277069	4	7
ENSG00000097033	SH3GLB1	0.831144489261181	0.680217191178398	8	7
ENSG00000097046	CDC7	0.320720997953316	0.163389246411837	4	1
ENSG00000097096	SYDE2	0.303100575393326	0.338450090877511	3	4
ENSG00000099139	PCSK5	0.82592187252036	0.701146281041758	8	7
ENSG00000099194	SCD	0.885469691609724	0.768334905532532	8	8
ENSG00000099203	TMED1	0.17795839511039	0.357502998362371	2	4
ENSG00000099204	ABLIM1	0.98206719731733	0.824329095070135	9	8
ENSG00000099219	ERMP1	0.862126840777374	0.129229863042674	8	1
ENSG00000099246	RAB18	0.555094515915225	0.567168021690211	6	6
ENSG00000099250	NRP1	0.985016656891402	0.815412621983307	9	8
ENSG00000099256	PRTFDC1	0.409396503514173	0.519504842404969	5	6
ENSG00000099260	PALMD	0.628067840780777	0.334584123656493	6	4
ENSG00000099282	TSPAN15	0.189077341499498	0.398717990745159	2	5
ENSG00000099308	MAST3	0.701141271902284	0.991352357768161	7	9
ENSG00000099326	MZF1	0.505577071472384	0.441670142015676	5	5
ENSG00000099330	OCEL1	0.0750255788410806	0.198988923305912	0	2
ENSG00000099331	MYO9B	0.907548220014968	0.987601948444773	8	9
ENSG00000099337	KCNK6	0.360599128535112	0.54011202554428	4	6
ENSG00000099338	CATSPERG	0.14868117892363	0.273643037326567	1	3
ENSG00000099341	PSMD8	0.142574756666955	0.676718045681327	1	7
ENSG00000099364	FBXL19	0.85613219697535	0.999839057022124	8	9
ENSG00000099365	STX1B	0.355692372320119	0.913731603392822	4	8
ENSG00000099377	HSD3B7	0.170328388566382	0.665815214171056	2	7
ENSG00000099381	SETD1A	0.949597774011591	0.996722200703311	9	9
ENSG00000099385	BCL7C	0.0967189894286233	0.635810845410965	0	7
ENSG00000099617	EFNA2	0.913127139216136	0.589410041889548	8	7
ENSG00000099622	CIRBP	0.56764942441609	0.496299742464951	6	6
ENSG00000099769	IGFALS	0.261776317190503	0.414057780237982	3	5
ENSG00000099783	HNRNPM	0.9853015831129	0.966481429246489	9	9
ENSG00000099795	NDUFB7	0.166891276955644	0.699321890881848	2	7
ENSG00000099797	TECR	0.345654133597812	0.548076981009314	4	6
ENSG00000099800	TIMM13	0.223383453152658	0.688060669527015	2	7
ENSG00000099804	CDC34	0.575998585359144	0.975936861349229	6	9
ENSG00000099810	MTAP	0.529923420176631	0.358059807820347	6	4
ENSG00000099812	MISP	0.37753552953535	0.242822058117764	4	3
ENSG00000099814	CEP170B	0.859080027131947	0.998491552028188	8	9
ENSG00000099817	POLR2E	0.240756166238765	0.994298950761883	3	9
ENSG00000099821	POLRMT	0.373429730665896	0.322442290677461	4	4
ENSG00000099822	HCN2	0.833323276551645	0.751349513547062	8	8
ENSG00000099834	CDHR5	0.427649515901422	0.370789031055251	5	5
ENSG00000099840	IZUMO4	0.194662584760071	0.0952072857315922	2	0
ENSG00000099849	RASSF7	0.510303417978486	0.352831533017816	5	4
ENSG00000099860	GADD45B	0.640502441542546	0.307680990478474	6	4
ENSG00000099864	PALM	0.754892151088692	0.220752113012902	7	2
ENSG00000099866	MADCAM1	0.754068458432542	0.143449134799255	7	1
ENSG00000099875	MKNK2	0.446812274861177	0.653157067133951	5	7
ENSG00000099889	ARVCF	0.169860304646366	0.387951858603464	2	5
ENSG00000099899	TRMT2A	0.279382470526863	0.672112367440123	3	7
ENSG00000099901	RANBP1	0.39032184417943	0.932115605437472	4	9
ENSG00000099904	ZDHHC8	0.318110219838156	0.677542500586855	4	7
ENSG00000099910	KLHL22	0.479660467698413	0.788789565694327	5	8
ENSG00000099917	MED15	0.809194138804689	0.973865921897144	8	9
ENSG00000099937	SERPIND1	0.606515852675997	0.409792739376097	6	5
ENSG00000099940	SNAP29	0.261745720309283	0.295232844421299	3	3
ENSG00000099942	CRKL	0.66826103533397	0.943605735582941	7	9
ENSG00000099949	LZTR1	0.160801017131936	0.400144568088562	2	5
ENSG00000099953	MMP11	0.31688259431435	0.139966119197745	4	1
ENSG00000099954	CECR2	0.578384336704083	0.983653257785249	6	9
ENSG00000099956	SMARCB1	0.987627749932721	0.732857154934402	9	8
ENSG00000099957	P2RX6	0.105440822273398	0.361803170463175	1	4
ENSG00000099958	DERL3	0.139795176645621	0.08835402770129	1	0
ENSG00000099960	SLC7A4	0.20242142846293	0.34245955667174	2	4
ENSG00000099968	BCL2L13	0.191857830848708	0.95002418361263	2	9
ENSG00000099974	DDTL	0.191669943836429	0.376073591538217	2	5
ENSG00000099977	DDT	0.233382595933959	0.413983907916052	3	5
ENSG00000099984	GSTT2	0.210098380513091	0.426144858398483	2	5
ENSG00000099985	OSM	0.234576070709009	0.421884273552834	3	5
ENSG00000099991	CABIN1	0.563660025460166	0.992723715819147	6	9
ENSG00000099992	TBC1D10A	0.394649324284408	0.423628948664921	4	5
ENSG00000099994	SUSD2	0.405748803337178	0.421015384350043	5	5
ENSG00000099995	SF3A1	0.948530052467335	0.999079287709345	9	9
ENSG00000099998	GGT5	0.158234155871058	0.349449854512867	1	4
ENSG00000099999	RNF215	0.122101289583217	0.370960036331747	1	5
ENSG00000100012	SEC14L3	0.0616434190748314	0.597862970228181	0	7
ENSG00000100014	SPECC1L	0.981010486361894	0.95957112308933	9	9
ENSG00000100023	PPIL2	0.257439284210415	0.868067896630779	3	8
ENSG00000100024	UPB1	0.46950030585397	0.252871772081198	5	3
ENSG00000100027	YPEL1	0.316509391757612	0.496504800374737	4	6
ENSG00000100028	SNRPD3	0.924167702314392	0.999865366025545	8	9
ENSG00000100029	PES1	0.825862404671709	0.956198798186798	8	9
ENSG00000100030	MAPK1	0.772668988323703	0.999468845836011	7	9
ENSG00000100031	GGT1	0.141816867405553	0.302597489648471	1	4
ENSG00000100033	PRODH	0.387950777184898	0.527935779254771	4	6
ENSG00000100034	PPM1F	0.198928972577178	0.345764990623048	2	4
ENSG00000100036	SLC35E4	0.11847436925983	0.312500078198386	1	4
ENSG00000100038	TOP3B	0.341560511702789	0.871786060911821	4	8
ENSG00000100053	CRYBB3	0.215998647561162	0.0610664667479153	2	0
ENSG00000100055	CYTH4	0.319665277918781	0.351309782097742	4	4
ENSG00000100060	MFNG	0.554291382250016	0.376258743027649	6	5
ENSG00000100065	CARD10	0.475469889344616	0.585481664139062	5	7
ENSG00000100068	LRP5L	0.277430478013063	0.196562983125822	3	2
ENSG00000100075	SLC25A1	0.0909024826198839	0.382169066103663	0	5
ENSG00000100078	PLA2G3	0.314721240765813	0.205999539228227	4	2
ENSG00000100079	LGALS2	0.228733437628732	0.28452684464203	3	3
ENSG00000100083	GGA1	0.76768414472268	0.850863533789735	7	8
ENSG00000100084	HIRA	0.916425606065848	0.989819484645427	8	9
ENSG00000100092	SH3BP1	0.446960437723879	0.469442704249304	5	6
ENSG00000100095	SEZ6L	0.705915707348636	0.728507474313264	7	7
ENSG00000100097	LGALS1	0.215163853021365	0.32260398704066	2	4
ENSG00000100099	HPS4	0.634307464596439	0.32126625212991	6	4
ENSG00000100100	PIK3IP1	0.290794291057707	0.612379403220788	3	7
ENSG00000100104	SRRD	0.616296764033091	0.354481778394192	6	4
ENSG00000100105	PATZ1	0.974176609273338	0.999553054020168	9	9
ENSG00000100106	TRIOBP	0.349980570078169	0.313044876771564	4	4
ENSG00000100109	TFIP11	0.715081377034341	0.59942229514111	7	7
ENSG00000100116	GCAT	0.540028046832128	0.473515010955233	6	6
ENSG00000100122	CRYBB1	0.284458295402192	0.318937799418101	3	4
ENSG00000100124	ANKRD54	0.288496469715853	0.595928559375767	3	7
ENSG00000100139	MICALL1	0.486725162206182	0.498205876078189	5	6
ENSG00000100142	POLR2F	0.258154590135779	0.61943524090899	3	7
ENSG00000100146	SOX10	0.952338921283662	0.999971884490469	9	9
ENSG00000100147	CCDC134	0.414495483620343	0.401085205080322	5	5
ENSG00000100150	DEPDC5	0.927418218578175	0.767336687576258	8	8
ENSG00000100151	PICK1	0.357849160948837	0.654422657444732	4	7
ENSG00000100154	TTC28	0.969164899636778	0.897862419288148	9	8
ENSG00000100156	SLC16A8	0.180073190306859	0.363097201707897	2	4
ENSG00000100162	CENPM	0.343840744872972	0.190796196318106	4	2
ENSG00000100170	SLC5A1	0.750748997449302	0.732419933889702	7	8
ENSG00000100191	SLC5A4	0.194888996545106	0.974297714475651	2	9
ENSG00000100196	KDELR3	0.336792935394532	0.258136347075118	4	3
ENSG00000100197	CYP2D6	0.382173032112383	0.345059942029183	4	4
ENSG00000100201	DDX17	0.99288653859838	0.995637924359597	9	9
ENSG00000100206	DMC1	0.152304199057678	0.585669630680482	1	7
ENSG00000100207	TCF20	0.96799130862546	0.482741892041951	9	6
ENSG00000100209	HSCB	0.332080473365899	0.453062486689699	4	5
ENSG00000100211	CBY1	0.253556739913952	0.399521823823246	3	5
ENSG00000100216	TOMM22	0.200852066428541	0.840623745315712	2	8
ENSG00000100219	XBP1	0.816057205493589	0.268351987258045	8	3
ENSG00000100220	RTCB	0.772103992597327	0.547886988361717	7	6
ENSG00000100221	JOSD1	0.534219710005779	0.779566457706517	6	8
ENSG00000100225	FBXO7	0.589398895123623	0.226299830200098	6	2
ENSG00000100226	GTPBP1	0.882156463625444	0.972930311397752	8	9
ENSG00000100227	POLDIP3	0.5958068394419	0.423655234164992	6	5
ENSG00000100228	RAB36	0.197497901542936	0.326744872454531	2	4
ENSG00000100234	TIMP3	0.895296547602914	0.842278000184348	8	8
ENSG00000100239	PPP6R2	0.879345668454515	0.633181606325966	8	7
ENSG00000100241	SBF1	0.942325819526185	0.226643895959064	9	2
ENSG00000100242	SUN2	0.501030473987366	0.645513403094235	5	7
ENSG00000100243	CYB5R3	0.549882874418704	0.819800486302724	6	8
ENSG00000100246	DNAL4	0.15373554953998	0.327914007908383	1	4
ENSG00000100249	C22orf31	0.250786986988054	0.359762123852956	3	4
ENSG00000100253	MIOX	0.798991475805922	0.0472932656228571	7	0
ENSG00000100258	LMF2	0.614286089414241	0.0868865269160446	6	0
ENSG00000100263	RHBDD3	0.25491299363928	0.331942136254196	3	4
ENSG00000100266	PACSIN2	0.486860545505598	0.546664447287121	5	6
ENSG00000100271	TTLL1	0.189684259034106	0.275554729175113	2	3
ENSG00000100276	RASL10A	0.491535825788018	0.773537904726741	5	8
ENSG00000100280	AP1B1	0.845483899131216	0.994710516313588	8	9
ENSG00000100281	HMGXB4	0.936077547890432	0.650441360597526	9	7
ENSG00000100284	TOM1	0.516405375376418	0.881973291886886	5	8
ENSG00000100285	NEFH	0.293250062789613	0.514372893680269	3	6
ENSG00000100288	CHKB	0.495088927788463	0.132143355840703	5	1
ENSG00000100290	BIK	0.665439487908093	0.216622530394172	7	2
ENSG00000100292	HMOX1	0.652743387933898	0.371896252134017	6	5
ENSG00000100294	MCAT	0.305830608337139	0.628861617604163	3	7
ENSG00000100296	THOC5	0.33307829424983	0.541410279044495	4	6
ENSG00000100297	MCM5	0.758942766817016	0.559288286152492	7	6
ENSG00000100298	APOBEC3H	0.484659075414564	0.115834632998232	5	1
ENSG00000100299	ARSA	0.631819884266281	0.359085455068923	6	4
ENSG00000100300	TSPO	0.255703934359353	0.272015568000564	3	3
ENSG00000100302	RASD2	0.744019716287698	0.85394915448447	7	8
ENSG00000100304	TTLL12	0.567165318414541	0.68161395087324	6	7
ENSG00000100307	CBX7	0.644948014520258	0.656009804956307	6	7
ENSG00000100311	PDGFB	0.861130858069961	0.724207734011809	8	7
ENSG00000100312	ACR	0.598841007075471	0.207663708924291	6	2
ENSG00000100314	CABP7	0.486269203741056	0.387223545513928	5	5
ENSG00000100316	RPL3	0.946291654738534	0.515761311804249	9	6
ENSG00000100319	ZMAT5	0.185233160500832	0.236105068207766	2	3
ENSG00000100320	RBFOX2	0.972846034529256	0.921875040238604	9	9
ENSG00000100321	SYNGR1	0.324651426211277	0.342786043460856	4	4
ENSG00000100324	TAB1	0.299511406378368	0.861383402663425	3	8
ENSG00000100325	ASCC2	0.340720951819327	0.490145050960966	4	6
ENSG00000100330	MTMR3	0.968474929714371	0.919558503979016	9	9
ENSG00000100335	MIEF1	0.229345016579635	0.463869474103367	3	6
ENSG00000100336	APOL4	0.104603040124713	0.318262556534784	1	4
ENSG00000100341	PNPLA5	0.248138518363825	0.311306242769267	3	4
ENSG00000100342	APOL1	0.401212374337158	0.0988476855266915	5	0
ENSG00000100344	PNPLA3	0.525678825160682	0.267800184901536	6	3
ENSG00000100345	MYH9	0.991703586337426	0.996233955390222	9	9
ENSG00000100346	CACNA1I	0.959548427774643	0.895159938326211	9	8
ENSG00000100347	SAMM50	0.799456162106395	0.504274006212034	7	6
ENSG00000100348	TXN2	0.319978334009211	0.45900958008632	4	5
ENSG00000100350	FOXRED2	0.226376525084768	0.165512790425155	2	1
ENSG00000100351	GRAP2	0.719375970171506	0.316568616649556	7	4
ENSG00000100353	EIF3D	0.970271738677402	0.879261683322562	9	8
ENSG00000100354	TNRC6B	0.996969849098625	0.985265922910729	9	9
ENSG00000100359	SGSM3	0.546031582296526	0.326931277966001	6	4
ENSG00000100360	IFT27	0.248763784108231	0.317013848208833	3	4
ENSG00000100362	PVALB	0.741858949188414	0.157021222716588	7	1
ENSG00000100364	KIAA0930	0.249348661816434	0.905037743275927	3	8
ENSG00000100365	NCF4	0.218894635276688	0.208211594446265	2	2
ENSG00000100368	CSF2RB	0.411796805832586	0.307459519122464	5	4
ENSG00000100372	SLC25A17	0.538236997146808	0.0691357711350425	6	0
ENSG00000100373	UPK3A	0.376007131482323	0.081043135186955	4	0
ENSG00000100376	FAM118A	0.277925074480487	0.110289056456294	3	0
ENSG00000100379	KCTD17	0.277401213813417	0.747317421857183	3	8
ENSG00000100380	ST13	0.974444857920446	0.474346508740601	9	6
ENSG00000100385	IL2RB	0.58781659291424	0.327906561628318	6	4
ENSG00000100387	RBX1	0.908114617593591	0.986641267380958	8	9
ENSG00000100393	EP300	0.999119695512303	0.998635203336522	9	9
ENSG00000100395	L3MBTL2	0.367382362892546	0.767773963190168	4	8
ENSG00000100399	CHADL	0.538557530990665	0.825065075020455	6	8
ENSG00000100401	RANGAP1	0.668029352298418	0.738127912017389	7	8
ENSG00000100403	ZC3H7B	0.911086464427566	0.991407783799865	8	9
ENSG00000100410	PHF5A	0.884998725114921	0.973441115735843	8	9
ENSG00000100412	ACO2	0.821156761978475	0.774319335114947	8	8
ENSG00000100413	POLR3H	0.238948683574654	0.612355932459276	3	7
ENSG00000100416	TRMU	0.485851332487843	0.300419628766934	5	4
ENSG00000100417	PMM1	0.331890631038528	0.5107474088992	4	6
ENSG00000100418	DESI1	0.543196375724493	0.503735440043605	6	6
ENSG00000100422	CERK	0.784278467905327	0.542430284110344	7	6
ENSG00000100425	BRD1	0.985704631908905	0.973566491766958	9	9
ENSG00000100426	ZBED4	0.708478990073819	0.518545038214208	7	6
ENSG00000100427	MLC1	0.609809603349405	0.0675682506597045	6	0
ENSG00000100429	HDAC10	0.63371448124267	0.198993998975571	6	2
ENSG00000100433	KCNK10	0.923367349230832	0.895157290886229	8	8
ENSG00000100439	ABHD4	0.12715408597181	0.253809195604135	1	3
ENSG00000100441	KHNYN	0.248246775425615	0.874267429772356	3	8
ENSG00000100442	FKBP3	0.424810474544279	0.254390182817888	5	3
ENSG00000100445	SDR39U1	0.219434628334036	0.698081312807622	2	7
ENSG00000100448	CTSG	0.090090774975098	0.245627701686617	0	3
ENSG00000100450	GZMH	0.0360936197450387	0.176565235318572	0	2
ENSG00000100453	GZMB	0.0359372174205241	0.0934999950120097	0	0
ENSG00000100461	RBM23	0.161903452623237	0.631823046831297	2	7
ENSG00000100462	PRMT5	0.660280214467914	0.992444390488761	7	9
ENSG00000100473	COCH	0.469149556026374	0.381288165808957	5	5
ENSG00000100478	AP4S1	0.161838604589381	0.095235327963159	2	0
ENSG00000100479	POLE2	0.368292434399013	0.166762611055751	4	1
